,0,1,Author,Book,Date,Genre,Publisher,Year
3625,,,John Grisham,The Summons,February 24,fiction,,2002
3626,,,John Grisham,The Summons,March 3,fiction,,2002
3627,,,John Grisham,The Summons,March 10,fiction,,2002
3628,,,John Grisham,The Summons,March 17,fiction,,2002
3629,,,James Patterson and Andrew Gross,2nd Chance,March 24,fiction,,2002
3630,,,James Patterson and Andrew Gross,2nd Chance,March 31,fiction,,2002
3631,,,Stephen King,Everything's Eventual,April 7,fiction,,2002
3632,,,Stephen King,Everything's Eventual,April 14,fiction,,2002
3633,,,Nora Roberts,Three Fates,April 21,fiction,,2002
3634,,,Emma McLaughlin and Nicola Kraus,The Nanny Diaries,April 28,fiction,,2002
3635,,,Mary Higgins Clark,Daddy's Little Girl,May 5,fiction,,2002
3636,,,Mary Higgins Clark,Daddy's Little Girl,May 12,fiction,,2002
3637,,,Jean M. Auel,The Shelters of Stone,May 19,fiction,,2002
3638,,,Jean M. Auel,The Shelters of Stone,May 26,fiction,,2002
3639,,,Jean M. Auel,The Shelters of Stone,June 2,fiction,,2002
3640,,,Jean M. Auel,The Shelters of Stone,June 9,fiction,,2002
3641,,,Jan Karon,In This Mountain,June 16,fiction,,2002
3642,,,Jan Karon,In This Mountain,June 23,fiction,,2002
3643,,,James Patterson and Peter de Jonge,The Beach House,June 30,fiction,,2002
3644,,,Janet Evanovich,Hard Eight,July 7,fiction,,2002
3645,,,James Patterson and Peter de Jonge,The Beach House,July 14,fiction,,2002
3646,,,Tim LaHaye and Jerry B. Jenkins,The Remnant,July 21,fiction,,2002
3647,,,Tim LaHaye and Jerry B. Jenkins,The Remnant,July 28,fiction,,2002
3648,,,Tim LaHaye and Jerry B. Jenkins,The Remnant,August 4,fiction,,2002
3649,,,Tim LaHaye and Jerry B. Jenkins,The Remnant,August 11,fiction,,2002
3650,,,Alice Sebold,The Lovely Bones,August 18,fiction,,2002
3651,,,Tom Clancy,Red Rabbit,August 25,fiction,,2002
3652,,,Tom Clancy,Red Rabbit,September 1,fiction,,2002
3653,,,Tom Clancy,Red Rabbit,September 8,fiction,,2002
3654,,,Alice Sebold,The Lovely Bones,September 15,fiction,,2002
3655,,,Alice Sebold,The Lovely Bones,September 22,fiction,,2002
3656,,,Alice Sebold,The Lovely Bones,September 29,fiction,,2002
3657,,,Nicholas Sparks,Nights in Rodanthe,October 6,fiction,,2002
3658,,,Stephen King,From a Buick 8,October 13,fiction,,2002
3659,,,Alice Sebold,The Lovely Bones,October 20,fiction,,2002
3660,,,Alice Sebold,The Lovely Bones,October 27,fiction,,2002
3661,,,Sue Grafton,"""Q"" Is for Quarry",November 3,fiction,,2002
3662,,,Sue Grafton,"""Q"" Is for Quarry",November 10,fiction,,2002
3663,,,Danielle Steel,Answered Prayers,November 17,fiction,,2002
3664,,,Nora Roberts,Chesapeake Blue,November 24,fiction,,2002
3665,,,Nora Roberts,Chesapeake Blue,December 1,fiction,,2002
3666,,,James Patterson,Four Blind Mice,December 8,fiction,,2002
3667,,,Michael Crichton,Prey,December 15,fiction,,2002
3668,,,Michael Crichton,Prey,December 22,fiction,,2002
3669,,,Michael Crichton,Prey,December 29,fiction,,2002
3670,,,Michael Crichton,Prey,January 5,fiction,,2003
3671,,,Alice Sebold,The Lovely Bones,January 12,fiction,,2003
3672,,,Alice Sebold,The Lovely Bones,January 19,fiction,,2003
3673,,,Robert Jordan,Crossroads of Twilight,January 26,fiction,,2003
3674,,,Robert Jordan,Crossroads of Twilight,February 2,fiction,,2003
3675,,,Alice Sebold,The Lovely Bones,February 9,fiction,,2003
3676,,,Alice Sebold,The Lovely Bones,February 16,fiction,,2003
3677,,,John Grisham,The King of Torts,February 23,fiction,,2003
3678,,,John Grisham,The King of Torts,March 2,fiction,,2003
3679,,,John Grisham,The King of Torts,March 9,fiction,,2003
3680,,,John Grisham,The King of Torts,March 16,fiction,,2003
3681,,,James Patterson and Andrew Gross,The Jester,March 23,fiction,,2003
3682,,,John Grisham,The King of Torts,March 30,fiction,,2003
3683,,,Dan Brown,The Da Vinci Code,April 6,fiction,,2003
3684,,,Dan Brown,The Da Vinci Code,April 13,fiction,,2003
3685,,,Nora Roberts,Birthright,April 20,fiction,,2003
3686,,,Tim LaHaye and Jerry B. Jenkins,Armageddon,April 27,fiction,,2003
3687,,,Tim LaHaye and Jerry B. Jenkins,Armageddon,May 4,fiction,,2003
3688,,,Tim LaHaye and Jerry B. Jenkins,Armageddon,May 11,fiction,,2003
3689,,,Tim LaHaye and Jerry B. Jenkins,Armageddon,May 18,fiction,,2003
3690,,,Tim LaHaye and Jerry B. Jenkins,Armageddon,May 25,fiction,,2003
3691,,,John Sandford,Naked Prey,June 1,fiction,,2003
3692,,,Dan Brown,The Da Vinci Code,June 8,fiction,,2003
3693,,,Dan Brown,The Da Vinci Code,June 15,fiction,,2003
3694,,,Dan Brown,The Da Vinci Code,June 22,fiction,,2003
3695,,,James Patterson,The Lake House,June 29,fiction,,2003
3696,,,Dan Brown,The Da Vinci Code,July 6,fiction,,2003
3697,,,Dan Brown,The Da Vinci Code,July 13,fiction,,2003
3698,,,Danielle Steel,Johnny Angel,July 20,fiction,,2003
3699,,,Dan Brown,The Da Vinci Code,July 27,fiction,,2003
3700,,,Janet Evanovich,To the Nines,August 3,fiction,,2003
3701,,,Dan Brown,The Da Vinci Code,August 10,fiction,,2003
3702,,,Dan Brown,The Da Vinci Code,August 17,fiction,,2003
3703,,,Dan Brown,The Da Vinci Code,August 24,fiction,,2003
3704,,,Tom Clancy,The Teeth of the Tiger,August 31,fiction,,2003
3705,,,Tom Clancy,The Teeth of the Tiger,September 7,fiction,,2003
3706,,,Dan Brown,The Da Vinci Code,September 14,fiction,,2003
3707,,,Dan Brown,The Da Vinci Code,September 21,fiction,,2003
3708,,,John Grisham,Bleachers,September 28,fiction,,2003
3709,,,John Grisham,Bleachers,October 5,fiction,,2003
3710,,,Mitch Albom,The Five People You Meet in Heaven,October 12,fiction,,2003
3711,,,Mitch Albom,The Five People You Meet in Heaven,October 19,fiction,,2003
3712,,,Mitch Albom,The Five People You Meet in Heaven,October 26,fiction,,2003
3713,,,Patricia Cornwell,Blow Fly,November 2,fiction,,2003
3714,,,Mitch Albom,The Five People You Meet in Heaven,November 9,fiction,,2003
3715,,,Dan Brown,The Da Vinci Code,November 16,fiction,,2003
3716,,,Dan Brown,The Da Vinci Code,November 23,fiction,,2003
3717,,,Dan Brown,The Da Vinci Code,November 30,fiction,,2003
3718,,,Dan Brown,The Da Vinci Code,December 7,fiction,,2003
3719,,,Dan Brown,The Da Vinci Code,December 14,fiction,,2003
3720,,,Dan Brown,The Da Vinci Code,December 21,fiction,,2003
3721,,,Dan Brown,The Da Vinci Code,December 28,fiction,,2003
3722,,,Dan Brown,The Da Vinci Code,January 4,fiction,,2004
3723,,,Dan Brown,The Da Vinci Code,January 11,fiction,,2004
3724,,,Dan Brown,The Da Vinci Code,January 18,fiction,,2004
3725,,,Dan Brown,The Da Vinci Code,January 25,fiction,,2004
3726,,,Dan Brown,The Da Vinci Code,February 1,fiction,,2004
3727,,,Dan Brown,The Da Vinci Code,February 8,fiction,,2004
3728,,,Dan Brown,The Da Vinci Code,February 15,fiction,,2004
3729,,,John Grisham,The Last Juror,February 22,fiction,,2004
3730,,,John Grisham,The Last Juror,February 29,fiction,,2004
3731,,,John Grisham,The Last Juror,March 7,fiction,,2004
3732,,,Dan Brown,The Da Vinci Code,March 14,fiction,,2004
3733,,,James Patterson and Andrew Gross,3rd Degree,March 21,fiction,,2004
3734,,,Dan Brown,The Da Vinci Code,March 28,fiction,,2004
3735,,,Dan Brown,The Da Vinci Code,April 4,fiction,,2004
3736,,,Dan Brown,The Da Vinci Code,April 11,fiction,,2004
3737,,,Tim LaHaye and Jerry B. Jenkins,Glorious Appearing,April 18,fiction,,2004
3738,,,Tim LaHaye and Jerry B. Jenkins,Glorious Appearing,April 25,fiction,,2004
3739,,,Tim LaHaye and Jerry B. Jenkins,Glorious Appearing,May 2,fiction,,2004
3740,,,Dan Brown,The Da Vinci Code,May 9,fiction,,2004
3741,,,Dan Brown,The Da Vinci Code,May 16,fiction,,2004
3742,,,Dan Brown,The Da Vinci Code,May 23,fiction,,2004
3743,,,Dan Brown,The Da Vinci Code,May 30,fiction,,2004
3744,,,Dan Brown,The Da Vinci Code,June 6,fiction,,2004
3745,,,Dan Brown,The Da Vinci Code,June 13,fiction,,2004
3746,,,Dan Brown,The Da Vinci Code,June 20,fiction,,2004
3747,,,Stephen King,Song of Susannah,June 27,fiction,,2004
3748,,,Dan Brown,The Da Vinci Code,July 4,fiction,,2004
3749,,,Janet Evanovich,Ten Big Ones,July 11,fiction,,2004
3750,,,James Patterson,Sam's Letters to Jennifer,July 18,fiction,,2004
3751,,,Dan Brown,The Da Vinci Code,July 25,fiction,,2004
3752,,,Sue Grafton,"""R"" Is for Ricochet",August 1,fiction,,2004
3753,,,Dan Brown,The Da Vinci Code,August 8,fiction,,2004
3754,,,Dan Brown,The Da Vinci Code,August 15,fiction,,2004
3755,,,Dan Brown,The Da Vinci Code,August 22,fiction,,2004
3756,,,Dan Brown,The Da Vinci Code,August 29,fiction,,2004
3757,,,Dan Brown,The Da Vinci Code,September 5,fiction,,2004
3758,,,Dan Brown,The Da Vinci Code,September 12,fiction,,2004
3759,,,Dan Brown,The Da Vinci Code,September 19,fiction,,2004
3760,,,Patricia Cornwell,Trace,September 26,fiction,,2004
3761,,,Patricia Cornwell,Trace,October 3,fiction,,2004
3762,,,Stephen King,The Dark Tower,October 10,fiction,,2004
3763,,,Stephen King,The Dark Tower,October 17,fiction,,2004
3764,,,Stephen King,The Dark Tower,October 24,fiction,,2004
3765,,,Nora Roberts,Northern Lights,October 31,fiction,,2004
3766,,,Nora Roberts,Northern Lights,November 7,fiction,,2004
3767,,,David Baldacci,Hour Game,November 14,fiction,,2004
3768,,,Janet Evanovich,Metro Girl,November 21,fiction,,2004
3769,,,James Patterson,London Bridges,November 28,fiction,,2004
3770,,,Dan Brown,The Da Vinci Code,December 5,fiction,,2004
3771,,,Nelson DeMille,Night Fall,December 12,fiction,,2004
3772,,,Mitch Albom,The Five People You Meet in Heaven,December 19,fiction,,2004
3773,,,Mitch Albom,The Five People You Meet in Heaven,December 26,fiction,,2004
3774,,,Mitch Albom,The Five People You Meet in Heaven,January 2,fiction,,2005
3775,,,Dan Brown,The Da Vinci Code,January 9,fiction,,2005
3776,,,Dan Brown,The Da Vinci Code,January 16,fiction,,2005
3777,,,Dan Brown,The Da Vinci Code,January 23,fiction,,2005
3778,,,John Grisham,The Broker,January 30,fiction,,2005
3779,,,John Grisham,The Broker,February 6,fiction,,2005
3780,,,John Grisham,The Broker,February 13,fiction,,2005
3781,,,John Grisham,The Broker,February 20,fiction,,2005
3782,,,John Grisham,The Broker,February 27,fiction,,2005
3783,,,James Patterson and Howard Roughan,Honeymoon,March 6,fiction,,2005
3784,,,James Patterson and Howard Roughan,Honeymoon,March 13,fiction,,2005
3785,,,James Patterson and Howard Roughan,Honeymoon,March 20,fiction,,2005
3786,,,James Patterson and Howard Roughan,Honeymoon,March 27,fiction,,2005
3787,,,Tim LaHaye and Jerry B. Jenkins,The Rising,April 3,fiction,,2005
3788,,,Dan Brown,The Da Vinci Code,April 10,fiction,,2005
3789,,,Dan Brown,The Da Vinci Code,April 17,fiction,,2005
3790,,,Mary Higgins Clark,No Place Like Home,April 24,fiction,,2005
3791,,,Nicholas Sparks,True Believer,May 1,fiction,,2005
3792,,,Nicholas Sparks,True Believer,May 8,fiction,,2005
3793,,,Nicholas Sparks,True Believer,May 15,fiction,,2005
3794,,,James Patterson and Maxine Paetro,4th of July,May 22,fiction,,2005
3795,,,James Patterson and Maxine Paetro,4th of July,May 29,fiction,,2005
3796,,,Michael Connelly,The Closers,June 5,fiction,,2005
3797,,,James Patterson and Maxine Paetro,4th of July,June 12,fiction,,2005
3798,,,James Patterson and Maxine Paetro,4th of July,June 19,fiction,,2005
3799,,,Sue Monk Kidd,The Mermaid Chair,June 26,fiction,,2005
3800,,,Elizabeth Kostova,The Historian,July 3,fiction,,2005
3801,,,Janet Evanovich,Eleven on Top,July 10,fiction,,2005
3802,,,Janet Evanovich,Eleven on Top,July 17,fiction,,2005
3803,,,Janet Evanovich,Eleven on Top,July 24,fiction,,2005
3804,,,James Patterson and Andrew Gross,Lifeguard,July 31,fiction,,2005
3805,,,James Patterson and Andrew Gross,Lifeguard,August 7,fiction,,2005
3806,,,James Patterson and Andrew Gross,Lifeguard,August 14,fiction,,2005
3807,,,James Patterson and Andrew Gross,Lifeguard,August 21,fiction,,2005
3808,,,Dan Brown,The Da Vinci Code,August 28,fiction,,2005
3809,,,Sandra Brown,Chill Factor,September 4,fiction,,2005
3810,,,Catherine Coulter,Point Blank,September 11,fiction,,2005
3811,,,Clive Cussler and Paul Kemprecos,Polar Shift,September 18,fiction,,2005
3812,,,Clive Cussler and Paul Kemprecos,Polar Shift,September 25,fiction,,2005
3813,,,Dan Brown,The Da Vinci Code,October 2,fiction,,2005
3814,,,Neil Gaiman,Anansi Boys,October 9,fiction,,2005
3815,,,Diana Gabaldon,A Breath of Snow and Ashes,October 16,fiction,,2005
3816,,,Michael Connelly,The Lincoln Lawyer,October 23,fiction,,2005
3817,,,Robert Jordan,Knife of Dreams,October 30,fiction,,2005
3818,,,Nicholas Sparks,At First Sight,November 6,fiction,,2005
3819,,,Patricia Cornwell,Predator,November 13,fiction,,2005
3820,,,Patricia Cornwell,Predator,November 20,fiction,,2005
3821,,,George R. R. Martin,A Feast for Crows,November 27,fiction,,2005
3822,,,James Patterson,"Mary, Mary",December 4,fiction,,2005
3823,,,James Patterson,"Mary, Mary",December 11,fiction,,2005
3824,,,James Patterson,"Mary, Mary",December 18,fiction,,2005
3825,,,Sue Grafton,"""S"" Is for Silence",December 25,fiction,,2005
3826,,,James Patterson,"Mary, Mary",January 1,fiction,,2006
3827,,,James Patterson,"Mary, Mary",January 8,fiction,,2006
3828,,,Sue Grafton,"""S"" Is for Silence",January 15,fiction,,2006
3829,,,W. E. B. Griffin,The Hostage,January 22,fiction,,2006
3830,,,Dan Brown,The Da Vinci Code,January 29,fiction,,2006
3831,,,Dan Brown,The Da Vinci Code,February 5,fiction,,2006
3832,,,Stephen King,Cell,February 12,fiction,,2006
3833,,,Stephen King,Cell,February 19,fiction,,2006
3834,,,Stephen King,Cell,February 26,fiction,,2006
3835,,,James Patterson and Maxine Paetro,The 5th Horseman,March 5,fiction,,2006
3836,,,James Patterson and Maxine Paetro,The 5th Horseman,March 12,fiction,,2006
3837,,,Danielle Steel,The House,March 19,fiction,,2006
3838,,,James Patterson and Maxine Paetro,The 5th Horseman,March 26,fiction,,2006
3839,,,Dan Brown,The Da Vinci Code,April 2,fiction,,2006
3840,,,Dan Brown,The Da Vinci Code,April 9,fiction,,2006
3841,,,Jonathan Kellerman,Gone,April 16,fiction,,2006
3842,,,Mary Higgins Clark,Two Little Girls in Blue,April 23,fiction,,2006
3843,,,Mary Higgins Clark,Two Little Girls in Blue,April 30,fiction,,2006
3844,,,Mary Higgins Clark,Two Little Girls in Blue,May 7,fiction,,2006
3845,,,Mary Higgins Clark,Two Little Girls in Blue,May 14,fiction,,2006
3846,,,James Patterson and Peter de Jonge,Beach Road,May 21,fiction,,2006
3847,,,James Patterson and Peter de Jonge,Beach Road,May 28,fiction,,2006
3848,,,James Patterson and Peter de Jonge,Beach Road,June 4,fiction,,2006
3849,,,Patricia Cornwell,At Risk,June 11,fiction,,2006
3850,,,Dean Koontz,The Husband,June 18,fiction,,2006
3851,,,Dean Koontz,The Husband,June 25,fiction,,2006
3852,,,Dean Koontz,The Husband,July 2,fiction,,2006
3853,,,Janet Evanovich,Twelve Sharp,July 9,fiction,,2006
3854,,,Janet Evanovich,Twelve Sharp,July 16,fiction,,2006
3855,,,Janet Evanovich,Twelve Sharp,July 23,fiction,,2006
3856,,,Nora Roberts,Angels Fall,July 30,fiction,,2006
3857,,,Terry Goodkind,Phantom,August 6,fiction,,2006
3858,,,Nora Roberts,Angels Fall,August 13,fiction,,2006
3859,,,James Patterson and Andrew Gross,Judge and Jury,August 20,fiction,,2006
3860,,,James Patterson and Andrew Gross,Judge and Jury,August 27,fiction,,2006
3861,,,James Patterson and Andrew Gross,Judge and Jury,September 3,fiction,,2006
3862,,,James Patterson and Andrew Gross,Judge and Jury,September 10,fiction,,2006
3863,,,Anna Quindlen,Rise and Shine,September 17,fiction,,2006
3864,,,Brad Meltzer,The Book of Fate,September 24,fiction,,2006
3865,,,Diane Setterfield,The Thirteenth Tale,October 1,fiction,,2006
3866,,,Diane Setterfield,The Thirteenth Tale,October 8,fiction,,2006
3867,,,Mitch Albom,For One More Day,October 15,fiction,,2006
3868,,,Mitch Albom,For One More Day,October 22,fiction,,2006
3869,,,Mitch Albom,For One More Day,October 29,fiction,,2006
3870,,,Mitch Albom,For One More Day,November 5,fiction,,2006
3871,,,Stephen King,Lisey's Story,November 12,fiction,,2006
3872,,,Nicholas Sparks,Dear John,November 19,fiction,,2006
3873,,,Nicholas Sparks,Dear John,November 26,fiction,,2006
3874,,,James Patterson,Cross,December 3,fiction,,2006
3875,,,James Patterson,Cross,December 10,fiction,,2006
3876,,,James Patterson,Cross,December 17,fiction,,2006
3877,,,Mitch Albom,For One More Day,December 24,fiction,,2006
3878,,,Mitch Albom,For One More Day,December 31,fiction,,2006
3879,,,Mitch Albom,For One More Day,January 7,fiction,,2007
3880,,,Mitch Albom,For One More Day,January 14,fiction,,2007
3881,,,Mitch Albom,For One More Day,January 21,fiction,,2007
3882,,,Janet Evanovich,Plum Lovin',January 28,fiction,,2007
3883,,,Janet Evanovich,Plum Lovin',February 4,fiction,,2007
3884,,,Janet Evanovich,Plum Lovin',February 11,fiction,,2007
3885,,,Janet Evanovich,Plum Lovin',February 18,fiction,,2007
3886,,,James Patterson,Step on a Crack,February 25,fiction,,2007
3887,,,James Patterson,Step on a Crack,March 4,fiction,,2007
3888,,,J.D. Robb,Innocent in Death,March 11,fiction,,2007
3889,,,Sophie Kinsella,Shopaholic and Baby,March 18,fiction,,2007
3890,,,Jodi Picoult,Nineteen Minutes,March 25,fiction,,2007
3891,,,Jodi Picoult,Nineteen Minutes,April 1,fiction,,2007
3892,,,Jodi Picoult,Nineteen Minutes,April 8,fiction,,2007
3893,,,Jodi Picoult,Nineteen Minutes,April 15,fiction,,2007
3894,,,Mary Higgins Clark,I Heard That Song Before,April 22,fiction,,2007
3895,,,Mary Higgins Clark,I Heard That Song Before,April 29,fiction,,2007
3896,,,J. R. R. Tolkien,The Children of Húrin,May 6,fiction,,2007
3897,,,David Baldacci,Simple Genius,May 13,fiction,,2007
3898,,,David Baldacci,Simple Genius,May 20,fiction,,2007
3899,,,James Patterson and Maxine Paetro,The 6th Target,May 27,fiction,,2007
3900,,,James Patterson and Maxine Paetro,The 6th Target,June 3,fiction,,2007
3901,,,Khaled Hosseini,A Thousand Splendid Suns,June 10,fiction,,2007
3902,,,Khaled Hosseini,A Thousand Splendid Suns,June 17,fiction,,2007
3903,,,Khaled Hosseini,A Thousand Splendid Suns,June 24,fiction,,2007
3904,,,Khaled Hosseini,A Thousand Splendid Suns,July 1,fiction,,2007
3905,,,Janet Evanovich,Lean Mean Thirteen,July 8,fiction,,2007
3906,,,Khaled Hosseini,A Thousand Splendid Suns,July 15,fiction,,2007
3907,,,James Patterson and Michael Ledwidge,The Quickie,July 22,fiction,,2007
3908,,,James Patterson and Michael Ledwidge,The Quickie,July 29,fiction,,2007
3909,,,Khaled Hosseini,A Thousand Splendid Suns,August 5,fiction,,2007
3910,,,Khaled Hosseini,A Thousand Splendid Suns,August 12,fiction,,2007
3911,,,Khaled Hosseini,A Thousand Splendid Suns,August 19,fiction,,2007
3912,,,Khaled Hosseini,A Thousand Splendid Suns,August 26,fiction,,2007
3913,,,Khaled Hosseini,A Thousand Splendid Suns,September 2,fiction,,2007
3914,,,Khaled Hosseini,A Thousand Splendid Suns,September 9,fiction,,2007
3915,,,Khaled Hosseini,A Thousand Splendid Suns,September 16,fiction,,2007
3916,,,Khaled Hosseini,A Thousand Splendid Suns,September 23,fiction,,2007
3917,,,James Patterson and Howard Roughan,You've Been Warned,September 30,fiction,,2007
3918,,,James Patterson and Howard Roughan,You've Been Warned,October 7,fiction,,2007
3919,,,John Grisham,Playing for Pizza,October 14,fiction,,2007
3920,,,John Grisham,Playing for Pizza,October 21,fiction,,2007
3921,,,Ken Follett,World Without End,October 28,fiction,,2007
3922,,,John Grisham,Playing for Pizza,November 4,fiction,,2007
3923,,,Patricia Cornwell,Book of the Dead,November 11,fiction,,2007
3924,,,Vince Flynn,Protect and Defended,November 18,fiction,,2007
3925,,,David Baldacci,Stone Cold,November 25,fiction,,2007
3926,,,James Patterson,Double Cross,December 2,fiction,,2007
3927,,,James Patterson,Double Cross,December 9,fiction,,2007
3928,,,James Patterson,Double Cross,December 16,fiction,,2007
3929,,,Sue Grafton,"""T"" Is for Trespass",December 23,fiction,,2007
3930,,,Sue Grafton,"""T"" Is for Trespass",December 30,fiction,,2007
3931,,,James Patterson,Double Cross,January 6,fiction,,2008
3932,,,Khaled Hosseini,A Thousand Splendid Suns,January 13,fiction,,2008
3933,,,Khaled Hosseini,A Thousand Splendid Suns,January 20,fiction,,2008
3934,,,Janet Evanovich,Plum Lucky,January 27,fiction,,2008
3935,,,Janet Evanovich,Plum Lucky,February 3,fiction,,2008
3936,,,Stephen King,Duma Key,February 10,fiction,,2008
3937,,,John Grisham,The Appeal,February 17,fiction,,2008
3938,,,John Grisham,The Appeal,February 24,fiction,,2008
3939,,,John Grisham,The Appeal,March 2,fiction,,2008
3940,,,John Grisham,The Appeal,March 9,fiction,,2008
3941,,,John Grisham,The Appeal,March 16,fiction,,2008
3942,,,Jodi Picoult,Change of Heart,March 23,fiction,,2008
3943,,,Jodi Picoult,Change of Heart,March 30,fiction,,2008
3944,,,Jodi Picoult,Change of Heart,April 6,fiction,,2008
3945,,,Jonathan Kellerman,Compulsion,April 13,fiction,,2008
3946,,,Jhumpa Lahiri,Unaccustomed Earth,April 20,fiction,,2008
3947,,,Mary Higgins Clark,Where Are You Now?,April 27,fiction,,2008
3948,,,Harlan Coben,Hold Tight,May 4,fiction,,2008
3949,,,David Baldacci,The Whole Truth,May 11,fiction,,2008
3950,,,James Patterson and Gabrielle Charbonnet,Sundays at Tiffany's,May 18,fiction,,2008
3951,,,Stephenie Meyer,The Host,May 25,fiction,,2008
3952,,,Stephenie Meyer,The Host,June 1,fiction,,2008
3953,,,Dean Koontz,Odd Hours,June 8,fiction,,2008
3954,,,Laurell K. Hamilton,Blood Noir,June 15,fiction,,2008
3955,,,Lee Child,Nothing to lose,June 22,fiction,,2008
3956,,,James Patterson and Howard Roughan,Sail,June 29,fiction,,2008
3957,,,Janet Evanovich,Fearless Fourteen,July 6,fiction,,2008
3958,,,Janet Evanovich,Fearless Fourteen,July 13,fiction,,2008
3959,,,Brad Thor,The Last Patriot,July 20,fiction,,2008
3960,,,Nora Roberts,Tribute,July 27,fiction,,2008
3961,,,Nora Roberts,Tribute,August 3,fiction,,2008
3962,,,Daniel Silva,Moscow Rules,August 10,fiction,,2008
3963,,,Daniel Silva,Moscow Rules,August 17,fiction,,2008
3964,,,Sherrilyn Kenyon,Acheron,August 24,fiction,,2008
3965,,,Sandra Brown,Smoke Screen,August 31,fiction,,2008
3966,,,Sean Williams,The Force Unleashed,September 7,fiction,,2008
3967,,,Kathy Reichs,Devil Bones,September 14,fiction,,2008
3968,,,Christine Feehan,Dark Curse,September 21,fiction,,2008
3969,,,Neal Stephenson,Anathem,September 28,fiction,,2008
3970,,,David Wroblewski,The Story of Edgar Sawtelle,October 5,fiction,,2008
3971,,,David Wroblewski,The Story of Edgar Sawtelle,October 12,fiction,,2008
3972,,,Nicholas Sparks,The Lucky One,October 19,fiction,,2008
3973,,,Nicholas Sparks,The Lucky One,October 26,fiction,,2008
3974,,,Michael Connelly,The Brass Verdict,November 2,fiction,,2008
3975,,,Vince Flynn,Extreme Measures,November 9,fiction,,2008
3976,,,Nelson DeMille,The Gate House,November 16,fiction,,2008
3977,,,David Baldacci,Divine Justice,November 23,fiction,,2008
3978,,,Glenn Beck,The Christmas Sweater,November 30,fiction,,2008
3979,,,James Patterson,Cross Country,December 7,fiction,,2008
3980,,,James Patterson,Cross Country,December 14,fiction,,2008
3981,,,Patricia Cornwell,Scarpetta,December 21,fiction,,2008
3982,,,Patricia Cornwell,Scarpetta,December 28,fiction,,2008
3983,,,Glenn Beck,The Christmas Sweater,January 4,fiction,,2009
3984,,,Patricia Cornwell,Scarpetta,January 11,fiction,,2009
3985,,,W. E. B. Griffin,Black Ops,January 18,fiction,,2009
3986,,,Janet Evanovich,Plum Spooky,January 25,fiction,,2009
3987,,,Janet Evanovich,Plum Spooky,February 1,fiction,,2009
3988,,,Janet Evanovich,Plum Spooky,February 8,fiction,,2009
3989,,,John Grisham,The Associate,February 15,fiction,,2009
3990,,,John Grisham,The Associate,February 22,fiction,,2009
3991,,,John Grisham,The Associate,March 1,fiction,,2009
3992,,,John Grisham,The Associate,March 8,fiction,,2009
3993,,,J. D. Robb,Promises in Death,March 15,fiction,,2009
3994,,,Jodi Picoult,Handle with Care,March 22,fiction,,2009
3995,,,Jodi Picoult,Handle with Care,March 29,fiction,,2009
3996,,,Jodi Picoult,Handle with Care,April 5,fiction,,2009
3997,,,Jonathan Kellerman,True Detectives,April 12,fiction,,2009
3998,,,Harlan Coben,Long Lost,April 19,fiction,,2009
3999,,,Jim Butcher,Turn Coat,April 26,fiction,,2009
4000,,,Mary Higgins Clark,Just Take My Heart,May 3,fiction,,2009
4001,,,David Baldacci,First Family,May 10,fiction,,2009
4002,,,James Patterson and Maxine Paetro,8th Confession,May 17,fiction,,2009
4003,,,Charlaine Harris,Dead and Gone,May 24,fiction,,2009
4004,,,John Sandford,Wicked Prey,May 31,fiction,,2009
4005,,,Lee Child,Gone Tomorrow,June 7,fiction,,2009
4006,,,Michael Connelly,The Scarecrow,June 14,fiction,,2009
4007,,,Laurell K. Hamilton,Skin Trade,June 21,fiction,,2009
4008,,,Dean Koontz,Relentless,June 28,fiction,,2009
4009,,,Catherine Coulter,Knockout,July 5,fiction,,2009
4010,,,Janet Evanovich,Finger Lickin' Fifteen,July 12,fiction,,2009
4011,,,James Patterson and Maxine Paetro,Swimsuit,July 19,fiction,,2009
4012,,,Nora Roberts,Black Hills,July 26,fiction,,2009
4013,,,Jennifer Weiner,Best Friends Forever,August 2,fiction,,2009
4014,,,Daniel Silva,The Defector,August 9,fiction,,2009
4015,,,Stieg Larsson,The Girl Who Played with Fire,August 16,fiction,,2009
4016,,,Sherrilyn Kenyon,Bad Moon Rising,August 23,fiction,,2009
4017,,,Pat Conroy,South of Broad,August 30,fiction,,2009
4018,,,Pat Conroy,South of Broad,September 6,fiction,,2009
4019,,,James Patterson and Richard DiLallo,Alex Cross's Trial,September 13,fiction,,2009
4020,,,Christine Feehan,Dark Slayer,September 20,fiction,,2009
4021,,,Nicholas Sparks,The Last Song,September 27,fiction,,2009
4022,,,Dan Brown,The Lost Symbol,October 4,fiction,,2009
4023,,,Dan Brown,The Lost Symbol,October 11,fiction,,2009
4024,,,Dan Brown,The Lost Symbol,October 18,fiction,,2009
4025,,,Dan Brown,The Lost Symbol,October 25,fiction,,2009
4026,,,Dan Brown,The Lost Symbol,November 1,fiction,,2009
4027,,,Dan Brown,The Lost Symbol,November 8,fiction,,2009
4028,,,Robert Jordan and Brandon Sanderson,The Gathering Storm,November 15,fiction,,2009
4029,,,John Grisham,Ford County,November 22,fiction,,2009
4030,,,Stephen King,Under the Dome,November 29,fiction,,2009
